project_name,migration_direction,set_folder_name,fold_name,model_name,prompt_mode,gemma_max_cos,gemma_max_bleu,llama_max_cos,llama_max_bleu,mistral_max_cos,mistral_max_bleu,gpt-4_max_cos,gpt-4_max_bleu,cimig_max_cos,cimig_max_bleu,best_model_by_bleu,best_bleu,best_model_by_cos,best_cos
billthefarmer_currency,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.56,0.38,cimig,0.38,cimig,0.56
billthefarmer_currency,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.56,0.38,cimig,0.38,cimig,0.56
billthefarmer_currency,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.56,0.38,cimig,0.38,cimig,0.56
billthefarmer_editor,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.40,0.12,cimig,0.12,cimig,0.40
billthefarmer_editor,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.40,0.12,cimig,0.12,cimig,0.40
billthefarmer_editor,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.40,0.12,cimig,0.12,cimig,0.40
billthefarmer_editor,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.40,0.12,cimig,0.12,cimig,0.40
billthefarmer_editor,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.38,0.19,cimig,0.19,cimig,0.38
billthefarmer_editor,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.38,0.19,cimig,0.19,cimig,0.38
billthefarmer_editor,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.38,0.19,cimig,0.19,cimig,0.38
billthefarmer_editor,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.38,0.19,cimig,0.19,cimig,0.38
bootique_bootique-logback,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.39,0.06,cimig,0.06,cimig,0.39
bootique_bootique-logback,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.39,0.06,cimig,0.06,cimig,0.39
bootique_bootique-logback,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.39,0.06,cimig,0.06,cimig,0.39
bootique_bootique-logback,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.39,0.06,cimig,0.06,cimig,0.39
bootique_bootique-logback,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.52,0.04,cimig,0.04,cimig,0.52
bootique_bootique-logback,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.52,0.04,cimig,0.04,cimig,0.52
bootique_bootique-logback,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.52,0.04,cimig,0.04,cimig,0.52
bootique_bootique-logback,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.52,0.04,cimig,0.04,cimig,0.52
btraceio_btrace,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.22,0.01,cimig,0.01,cimig,0.22
btraceio_btrace,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.22,0.01,cimig,0.01,cimig,0.22
btraceio_btrace,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.22,0.01,cimig,0.01,cimig,0.22
btraceio_btrace,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.22,0.01,cimig,0.01,cimig,0.22
btraceio_btrace,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.50,0.01,cimig,0.01,cimig,0.50
btraceio_btrace,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.50,0.01,cimig,0.01,cimig,0.50
btraceio_btrace,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.50,0.01,cimig,0.01,cimig,0.50
btraceio_btrace,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.50,0.01,cimig,0.01,cimig,0.50
cdk_cdk,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.54,0.23,cimig,0.23,cimig,0.54
cdk_cdk,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.54,0.23,cimig,0.23,cimig,0.54
cdk_cdk,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.54,0.23,cimig,0.23,cimig,0.54
cdk_cdk,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.54,0.23,cimig,0.23,cimig,0.54
cdk_cdk,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.50,0.39,cimig,0.39,cimig,0.50
cdk_cdk,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.50,0.39,cimig,0.39,cimig,0.50
cdk_cdk,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.50,0.39,cimig,0.39,cimig,0.50
cdk_cdk,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.50,0.39,cimig,0.39,cimig,0.50
constellation-app_constellation,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.30,0.28,cimig,0.28,cimig,0.30
constellation-app_constellation,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.30,0.28,cimig,0.28,cimig,0.30
constellation-app_constellation,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.30,0.28,cimig,0.28,cimig,0.30
constellation-app_constellation,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.30,0.28,cimig,0.28,cimig,0.30
constellation-app_constellation,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.50,0.02,cimig,0.02,cimig,0.50
constellation-app_constellation,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.50,0.02,cimig,0.02,cimig,0.50
constellation-app_constellation,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.50,0.02,cimig,0.02,cimig,0.50
constellation-app_constellation,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.50,0.02,cimig,0.02,cimig,0.50
cryptomator_dokany-nio-adapter,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.39,0.04,cimig,0.04,cimig,0.39
cryptomator_dokany-nio-adapter,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.39,0.04,cimig,0.04,cimig,0.39
cryptomator_dokany-nio-adapter,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.39,0.04,cimig,0.04,cimig,0.39
cryptomator_dokany-nio-adapter,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.39,0.04,cimig,0.04,cimig,0.39
cryptomator_dokany-nio-adapter,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.38,0.04,cimig,0.04,cimig,0.38
cryptomator_dokany-nio-adapter,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.38,0.04,cimig,0.04,cimig,0.38
cryptomator_dokany-nio-adapter,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.38,0.04,cimig,0.04,cimig,0.38
cryptomator_dokany-nio-adapter,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.38,0.04,cimig,0.04,cimig,0.38
devaneios-ifsp_turma-de-elite-backend,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.15,0.01,cimig,0.01,cimig,0.15
devaneios-ifsp_turma-de-elite-backend,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.15,0.01,cimig,0.01,cimig,0.15
devaneios-ifsp_turma-de-elite-backend,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.15,0.01,cimig,0.01,cimig,0.15
devaneios-ifsp_turma-de-elite-backend,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.15,0.01,cimig,0.01,cimig,0.15
devaneios-ifsp_turma-de-elite-backend,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.51,0.02,cimig,0.02,cimig,0.51
devaneios-ifsp_turma-de-elite-backend,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.51,0.02,cimig,0.02,cimig,0.51
devaneios-ifsp_turma-de-elite-backend,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.51,0.02,cimig,0.02,cimig,0.51
devaneios-ifsp_turma-de-elite-backend,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.51,0.02,cimig,0.02,cimig,0.51
dhatim_safesql,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.40,0.12,cimig,0.12,cimig,0.40
dhatim_safesql,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.40,0.12,cimig,0.12,cimig,0.40
dhatim_safesql,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.40,0.12,cimig,0.12,cimig,0.40
dhatim_safesql,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.40,0.12,cimig,0.12,cimig,0.40
dhatim_safesql,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.57,0.15,cimig,0.15,cimig,0.57
dhatim_safesql,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.57,0.15,cimig,0.15,cimig,0.57
dhatim_safesql,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.57,0.15,cimig,0.15,cimig,0.57
dhatim_safesql,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.57,0.15,cimig,0.15,cimig,0.57
dlsc-software-consulting-gmbh_GemsFX,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.17,0.02,cimig,0.02,cimig,0.17
dlsc-software-consulting-gmbh_GemsFX,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.17,0.02,cimig,0.02,cimig,0.17
dlsc-software-consulting-gmbh_GemsFX,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.17,0.02,cimig,0.02,cimig,0.17
dlsc-software-consulting-gmbh_GemsFX,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.17,0.02,cimig,0.02,cimig,0.17
dlsc-software-consulting-gmbh_GemsFX,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.49,0.10,cimig,0.10,cimig,0.49
dlsc-software-consulting-gmbh_GemsFX,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.49,0.10,cimig,0.10,cimig,0.49
dlsc-software-consulting-gmbh_GemsFX,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.49,0.10,cimig,0.10,cimig,0.49
dlsc-software-consulting-gmbh_GemsFX,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.49,0.10,cimig,0.10,cimig,0.49
dogtagpki_jss,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.00,0.00,cimig,0.00,cimig,0.00
dogtagpki_jss,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.00,0.00,cimig,0.00,cimig,0.00
dogtagpki_jss,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.00,0.00,cimig,0.00,cimig,0.00
dogtagpki_jss,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.00,0.00,cimig,0.00,cimig,0.00
dogtagpki_jss,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.44,0.00,cimig,0.00,cimig,0.44
dogtagpki_jss,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.44,0.00,cimig,0.00,cimig,0.44
dogtagpki_jss,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.44,0.00,cimig,0.00,cimig,0.44
dogtagpki_jss,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.44,0.00,cimig,0.00,cimig,0.44
eclipse_lemminx,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.21,0.04,cimig,0.04,cimig,0.21
eclipse_lemminx,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.21,0.04,cimig,0.04,cimig,0.21
eclipse_lemminx,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.21,0.04,cimig,0.04,cimig,0.21
eclipse_lemminx,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.21,0.04,cimig,0.04,cimig,0.21
eclipse_lemminx,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.43,0.00,cimig,0.00,cimig,0.43
eclipse_lemminx,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.43,0.00,cimig,0.00,cimig,0.43
eclipse_lemminx,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.43,0.00,cimig,0.00,cimig,0.43
eclipse_lemminx,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.43,0.00,cimig,0.00,cimig,0.43
elixir-cloud-aai_tesk-api,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.28,0.04,cimig,0.04,cimig,0.28
elixir-cloud-aai_tesk-api,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.28,0.04,cimig,0.04,cimig,0.28
elixir-cloud-aai_tesk-api,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.28,0.04,cimig,0.04,cimig,0.28
elixir-cloud-aai_tesk-api,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.28,0.04,cimig,0.04,cimig,0.28
elixir-cloud-aai_tesk-api,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.54,0.04,cimig,0.04,cimig,0.54
elixir-cloud-aai_tesk-api,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.54,0.04,cimig,0.04,cimig,0.54
elixir-cloud-aai_tesk-api,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.54,0.04,cimig,0.04,cimig,0.54
elixir-cloud-aai_tesk-api,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.54,0.04,cimig,0.04,cimig,0.54
encircled_Joiner,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.38,0.19,cimig,0.19,cimig,0.38
encircled_Joiner,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.38,0.19,cimig,0.19,cimig,0.38
encircled_Joiner,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.38,0.19,cimig,0.19,cimig,0.38
encircled_Joiner,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.38,0.19,cimig,0.19,cimig,0.38
encircled_Joiner,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.50,0.29,cimig,0.29,cimig,0.50
encircled_Joiner,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.50,0.29,cimig,0.29,cimig,0.50
encircled_Joiner,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.50,0.29,cimig,0.29,cimig,0.50
encircled_Joiner,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.50,0.29,cimig,0.29,cimig,0.50
feedzai_feedzai-openml,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.42,0.08,cimig,0.08,cimig,0.42
feedzai_feedzai-openml,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.42,0.08,cimig,0.08,cimig,0.42
feedzai_feedzai-openml,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.42,0.08,cimig,0.08,cimig,0.42
feedzai_feedzai-openml,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.42,0.08,cimig,0.08,cimig,0.42
feedzai_feedzai-openml,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.53,0.11,cimig,0.11,cimig,0.53
feedzai_feedzai-openml,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.53,0.11,cimig,0.11,cimig,0.53
feedzai_feedzai-openml,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.53,0.11,cimig,0.11,cimig,0.53
feedzai_feedzai-openml,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.53,0.11,cimig,0.11,cimig,0.53
fiji_Cell_Counter,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.31,0.10,cimig,0.10,cimig,0.31
fiji_Cell_Counter,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.31,0.10,cimig,0.10,cimig,0.31
fiji_Cell_Counter,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.31,0.10,cimig,0.10,cimig,0.31
fiji_Cell_Counter,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.31,0.10,cimig,0.10,cimig,0.31
fiji_Cell_Counter,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.56,0.39,cimig,0.39,cimig,0.56
fiji_Cell_Counter,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.56,0.39,cimig,0.39,cimig,0.56
fiji_Cell_Counter,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.56,0.39,cimig,0.39,cimig,0.56
fiji_Cell_Counter,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.56,0.39,cimig,0.39,cimig,0.56
fiji_KymographBuilder,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.29,0.11,cimig,0.11,cimig,0.29
fiji_KymographBuilder,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.29,0.11,cimig,0.11,cimig,0.29
fiji_KymographBuilder,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.29,0.11,cimig,0.11,cimig,0.29
fiji_KymographBuilder,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.29,0.11,cimig,0.11,cimig,0.29
fiji_KymographBuilder,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.55,0.37,cimig,0.37,cimig,0.55
fiji_KymographBuilder,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.55,0.37,cimig,0.37,cimig,0.55
fiji_KymographBuilder,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.55,0.37,cimig,0.37,cimig,0.55
fiji_KymographBuilder,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.55,0.37,cimig,0.37,cimig,0.55
fiji_SPIM_Registration,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.26,0.20,cimig,0.20,cimig,0.26
fiji_SPIM_Registration,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.26,0.20,cimig,0.20,cimig,0.26
fiji_SPIM_Registration,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.26,0.20,cimig,0.20,cimig,0.26
fiji_SPIM_Registration,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.26,0.20,cimig,0.20,cimig,0.26
fiji_SPIM_Registration,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.56,0.37,cimig,0.37,cimig,0.56
fiji_SPIM_Registration,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.56,0.37,cimig,0.37,cimig,0.56
fiji_SPIM_Registration,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.56,0.37,cimig,0.37,cimig,0.56
fiji_SPIM_Registration,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.56,0.37,cimig,0.37,cimig,0.56
fiji_VIB-lib,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.29,0.11,cimig,0.11,cimig,0.29
fiji_VIB-lib,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.29,0.11,cimig,0.11,cimig,0.29
fiji_VIB-lib,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.29,0.11,cimig,0.11,cimig,0.29
fiji_VIB-lib,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.29,0.11,cimig,0.11,cimig,0.29
fiji_VIB-lib,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.50,0.41,cimig,0.41,cimig,0.50
fiji_VIB-lib,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.50,0.41,cimig,0.41,cimig,0.50
fiji_VIB-lib,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.50,0.41,cimig,0.41,cimig,0.50
fiji_VIB-lib,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.50,0.41,cimig,0.41,cimig,0.50
fiji_cookbook,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.31,0.10,cimig,0.10,cimig,0.31
fiji_cookbook,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.31,0.10,cimig,0.10,cimig,0.31
fiji_cookbook,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.31,0.10,cimig,0.10,cimig,0.31
fiji_cookbook,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.31,0.10,cimig,0.10,cimig,0.31
fiji_cookbook,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.55,0.39,cimig,0.39,cimig,0.55
fiji_cookbook,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.55,0.39,cimig,0.39,cimig,0.55
fiji_cookbook,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.55,0.39,cimig,0.39,cimig,0.55
fiji_cookbook,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.55,0.39,cimig,0.39,cimig,0.55
fiji_pQCT,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.46,0.15,cimig,0.15,cimig,0.46
fiji_pQCT,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.46,0.15,cimig,0.15,cimig,0.46
fiji_pQCT,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.46,0.15,cimig,0.15,cimig,0.46
fiji_pQCT,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.46,0.15,cimig,0.15,cimig,0.46
fiji_pQCT,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.44,0.15,cimig,0.15,cimig,0.44
fiji_pQCT,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.44,0.15,cimig,0.15,cimig,0.44
fiji_pQCT,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.44,0.15,cimig,0.15,cimig,0.44
fiji_pQCT,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.44,0.15,cimig,0.15,cimig,0.44
future-architect_uroborosql,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.33,0.16,cimig,0.16,cimig,0.33
future-architect_uroborosql,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.33,0.16,cimig,0.16,cimig,0.33
future-architect_uroborosql,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.33,0.16,cimig,0.16,cimig,0.33
future-architect_uroborosql,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.33,0.16,cimig,0.16,cimig,0.33
future-architect_uroborosql,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.44,0.25,cimig,0.25,cimig,0.44
future-architect_uroborosql,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.44,0.25,cimig,0.25,cimig,0.44
future-architect_uroborosql,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.44,0.25,cimig,0.25,cimig,0.44
future-architect_uroborosql,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.44,0.25,cimig,0.25,cimig,0.44
gayanvoice_android-vpn-client-ics-openvpn,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.23,0.01,cimig,0.01,cimig,0.23
gayanvoice_android-vpn-client-ics-openvpn,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.23,0.01,cimig,0.01,cimig,0.23
gayanvoice_android-vpn-client-ics-openvpn,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.23,0.01,cimig,0.01,cimig,0.23
gayanvoice_android-vpn-client-ics-openvpn,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.23,0.01,cimig,0.01,cimig,0.23
gayanvoice_android-vpn-client-ics-openvpn,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.68,0.48,cimig,0.48,cimig,0.68
gayanvoice_android-vpn-client-ics-openvpn,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.68,0.48,cimig,0.48,cimig,0.68
gayanvoice_android-vpn-client-ics-openvpn,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.68,0.48,cimig,0.48,cimig,0.68
gayanvoice_android-vpn-client-ics-openvpn,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.68,0.48,cimig,0.48,cimig,0.68
gessnerfl_rabbitmq-queue-management,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.51,0.19,cimig,0.19,cimig,0.51
gessnerfl_rabbitmq-queue-management,gha_to_travis,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.51,0.19,cimig,0.19,cimig,0.51
gessnerfl_rabbitmq-queue-management,gha_to_travis,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.51,0.19,cimig,0.19,cimig,0.51
gessnerfl_rabbitmq-queue-management,gha_to_travis,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.51,0.19,cimig,0.19,cimig,0.51
gessnerfl_rabbitmq-queue-management,travis_to_gha,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.51,0.25,cimig,0.25,cimig,0.51
gessnerfl_rabbitmq-queue-management,travis_to_gha,Set_Full,,gpt-4o,zero-shot,,,,,,,,,0.51,0.25,cimig,0.25,cimig,0.51
gessnerfl_rabbitmq-queue-management,travis_to_gha,Set_Full,,llama3_1_8b,zero-shot,,,,,,,,,0.51,0.25,cimig,0.25,cimig,0.51
gessnerfl_rabbitmq-queue-management,travis_to_gha,Set_Full,,mistral_7b,zero-shot,,,,,,,,,0.51,0.25,cimig,0.25,cimig,0.51
gotify_android,gha_to_travis,Set_Full,,gemma3_12b,zero-shot,,,,,,,,,0.44,0.21,cimig,0.21,cimig,0.44
