setting,direction,project,service,n_files,yaml_pass_rate,yaml_score_avg,external_score_avg,actionlint_pass_rate,travis_lint_pass_rate,messages_sample
Few-Shot,gha_to_travis,imglib_imglib2-tutorials,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/imglib_imglib2-tutorials/04_CIgrate_GHA_to_Travis/ | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] valid"
CIMig,travis_to_gha,inferno-framework_fhir-validator-wrapper,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/inferno-framework_fhir-validator"
CIMig,gha_to_travis,inferno-framework_fhir-validator-wrapper,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/inferno-framework_fhir-validator"
Zero-Shot,travis_to_gha,inferno-framework_fhir-validator-wrapper,gha,4,0.5,0.5,0.25,0.25,,"[actionlint rc=1] actions.yml:30:9: shellcheck reported issue in this script: SC2086:info:1:8: Double quote to prevent globbing and word splitting [shellcheck]
   |
30 |       - run: rm -f  $HOME/.gra | YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/inferno-framework_fhi | [actionlint rc=0] "
Zero-Shot,gha_to_travis,inferno-framework_fhir-validator-wrapper,travis,4,0.5,0.5,0.5,,0.5,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/inferno-framework_fhir-validator-wrapper/04_CIgra | YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/inferno-framework_fhir-valida | [travis lint rc=0] valid"
Fine-Tuned,travis_to_gha,inferno-framework_fhir-validator-wrapper,gha,1,1.0,1.0,1.0,1.0,,"[actionlint rc=1] actions.yml:27:9: shellcheck reported issue in this script: SC2086:info:1:8: Double quote to prevent globbing and word splitting [shellcheck]
   |
27 |         run: |
   |         ^~"
Fine-Tuned,gha_to_travis,inferno-framework_fhir-validator-wrapper,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_01/inferno-framework_fhir-validator-
Few-Shot,travis_to_gha,inferno-framework_fhir-validator-wrapper,gha,4,0.75,0.75,0.25,0.25,,"[actionlint rc=1] actions.yml:23:7: ""services"" section is sequence node but mapping node is expected [syntax-check]
   |
23 |       - docker
   |       ^ | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=1] actions.yml:25:9: shellcheck reported issue in this script: SC2086:info:1:7: Double quote to prevent globbing and word splitting [shellcheck]
   |
25 |         run: |
   |         ^~"
Few-Shot,gha_to_travis,inferno-framework_fhir-validator-wrapper,travis,4,0.5,0.5,0.5,,0.5,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/inferno-framework_fhir-validator-wrapper/04_CIgrat | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] valid"
CIMig,travis_to_gha,io7m_changelog,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while parsing a block mapping
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/io7m_changelog/03_CIMig_Travis_to_GHA/"
CIMig,gha_to_travis,io7m_changelog,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/io7m_changelog/04_CIMig_GHA_to_T"
CIMig,travis_to_gha,io7m_jcamera,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/io7m_jcamera/03_CIMig_Travis_to_"
CIMig,gha_to_travis,io7m_jcamera,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/io7m_jcamera/04_CIMig_GHA_to_Tra"
Zero-Shot,travis_to_gha,io7m_jcamera,gha,4,0.75,0.75,0.75,0.75,,[actionlint rc=0]  | [actionlint rc=0]  | [actionlint rc=0] 
Zero-Shot,gha_to_travis,io7m_jcamera,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] valid | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] valid"
Fine-Tuned,travis_to_gha,io7m_jcamera,gha,1,1.0,1.0,0.0,0.0,,"[actionlint rc=1] actions.yml:6:3: expecting a single ${{...}} expression or mapping value for ""env"" section, but found plain text node [syntax-check]
  |
6 |   _JAVA_OPTIONS=""-Xms1G -Xmx4G""
  |   ^~~"
Fine-Tuned,gha_to_travis,io7m_jcamera,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] valid
Few-Shot,travis_to_gha,io7m_jcamera,gha,4,0.75,0.75,0.75,0.75,,"[actionlint rc=0]  | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=0] "
Few-Shot,gha_to_travis,io7m_jcamera,travis,4,0.25,0.25,0.25,,0.25,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/io7m_jcamera/04_CIgrat | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/io7m_jcamera/04_CIgrate_GHA_to_Travis/gpt-4o/travi"
CIMig,travis_to_gha,io7m_jeucreader,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while parsing a block mapping
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/io7m_jeucreader/03_CIMig_Travis_to_GHA"
CIMig,gha_to_travis,io7m_jeucreader,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/io7m_jeucreader/04_CIMig_GHA_to_"
CIMig,travis_to_gha,io7m_jmurmur,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/io7m_jmurmur/03_CIMig_Travis_to_GHA/io7m"
CIMig,gha_to_travis,io7m_jmurmur,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/io7m_jmurmur/04_CIMig_GHA_to_Tra"
Zero-Shot,travis_to_gha,io7m_jmurmur,gha,4,1.0,1.0,1.0,1.0,,"[actionlint rc=0]  | [actionlint rc=1] actions.yml:49:24: property ""build"" is not defined in object type {} [expression]
   |
49 |           message: ${{ steps.build.outputs.result }}
   |                        ^~~~~~~~~ | [actionlint rc=0] "
Zero-Shot,gha_to_travis,io7m_jmurmur,travis,4,0.5,0.5,0.5,,0.5,"YAML parse error: while parsing a block collection
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/io7m_jmurmur/04_CIgrate_ | YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/io7m_jmurmur/04_CIgra | [travis lint rc=0] valid"
Fine-Tuned,travis_to_gha,io7m_jmurmur,gha,1,1.0,1.0,1.0,1.0,,[actionlint rc=0] 
Fine-Tuned,gha_to_travis,io7m_jmurmur,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] valid
Few-Shot,travis_to_gha,io7m_jmurmur,gha,4,0.75,0.75,0.5,0.5,,"[actionlint rc=1] actions.yml:20:3: ""steps"" section is missing in job ""notifications"" [syntax-check]
   |
20 |   notifications:
   |   ^~~~~~~~~~~~~~
actions.yml:20:3: ""runs-on"" section is missing in  | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=0] "
Few-Shot,gha_to_travis,io7m_jmurmur,travis,4,0.5,0.5,0.5,,0.5,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/io7m_jmurmur/04_CIgrat | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] valid"
CIMig,travis_to_gha,io7m_jproperties,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while parsing a block mapping
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/io7m_jproperties/03_CIMig_Travis_to_GH"
CIMig,gha_to_travis,io7m_jproperties,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/io7m_jproperties/04_CIMig_GHA_to"
Zero-Shot,travis_to_gha,io7m_jproperties,gha,4,1.0,1.0,0.75,0.75,,"[actionlint rc=0]  | [actionlint rc=1] actions.yml:49:24: property ""build"" is not defined in object type {} [expression]
   |
49 |           message: ${{ steps.build.outputs.result }}
   |                        ^~~~~~~~~ | [actionlint rc=0] "
Zero-Shot,gha_to_travis,io7m_jproperties,travis,4,0.25,0.25,0.25,,0.25,"YAML parse error: while parsing a block collection
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/io7m_jproperties/04_CIgr | YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/io7m_jproperties/04_C | [travis lint rc=0] valid"
Fine-Tuned,travis_to_gha,io7m_jproperties,gha,1,1.0,1.0,1.0,1.0,,[actionlint rc=0] 
Fine-Tuned,gha_to_travis,io7m_jproperties,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] valid
Few-Shot,travis_to_gha,io7m_jproperties,gha,4,0.75,0.75,0.5,0.5,,"[actionlint rc=1] actions.yml:21:11: reusable workflow call ""rtCamp/action-slack-notify@v2"" at ""uses"" is not following the format ""owner/repo/path/to/workflow.yml@ref"" nor ""./path/to/workflow.yml"". se | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=0] "
Few-Shot,gha_to_travis,io7m_jproperties,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/io7m_jproperties/04_CIgrate_GHA_to_Travis/gemma3_1 | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] valid"
CIMig,travis_to_gha,io7m_jsx,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while parsing a block mapping
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/io7m_jsx/03_CIMig_Travis_to_GHA/io7m_j"
CIMig,gha_to_travis,io7m_jsx,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/io7m_jsx/04_CIMig_GHA_to_Travis/"
Zero-Shot,travis_to_gha,io7m_jsx,gha,4,0.75,0.75,0.5,0.5,,"[actionlint rc=0]  | YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/io7m_jsx/03_CIgrate_Travis_to | [actionlint rc=0] "
Zero-Shot,gha_to_travis,io7m_jsx,travis,4,0.5,0.5,0.5,,0.5,"YAML parse error: while parsing a block collection
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/io7m_jsx/04_CIgrate_GHA_ | YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/io7m_jsx/04_CIgrate_G | [travis lint rc=0] valid"
Fine-Tuned,travis_to_gha,io7m_jsx,gha,1,1.0,1.0,1.0,1.0,,[actionlint rc=0] 
Fine-Tuned,gha_to_travis,io7m_jsx,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] valid
Few-Shot,travis_to_gha,io7m_jsx,gha,4,0.75,0.75,0.5,0.5,,"[actionlint rc=1] actions.yml:20:3: ""steps"" section is missing in job ""notifications"" [syntax-check]
   |
20 |   notifications:
   |   ^~~~~~~~~~~~~~
actions.yml:20:3: ""runs-on"" section is missing in  | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=0] "
Few-Shot,gha_to_travis,io7m_jsx,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/io7m_jsx/04_CIgrate_GHA_to_Travis/gemma3_12b/travi | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] valid"
CIMig,travis_to_gha,ipregistry_ipregistry-java,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/ipregistry_ipregistry-java/03_CI"
CIMig,gha_to_travis,ipregistry_ipregistry-java,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/ipregistry_ipregistry-java/04_CI"
Zero-Shot,travis_to_gha,ipregistry_ipregistry-java,gha,4,0.5,0.5,0.5,0.5,,"[actionlint rc=1] actions.yml:33:27: undefined variable ""hash"". available variables are ""env"", ""github"", ""inputs"", ""job"", ""matrix"", ""needs"", ""runner"", ""secrets"", ""steps"", ""strategy"", ""vars"" [expressio | YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/ipregistry_ipregistry | [actionlint rc=1] actions.yml:34:9: shellcheck reported issue in this script: SC2086:info:1:7: Double quote to prevent globbing and word splitting [shellcheck]
   |
34 |         run: |
   |         ^~"
Zero-Shot,gha_to_travis,ipregistry_ipregistry-java,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/ipregistry_ipregistry-java/04_CIgrate_GHA_to_Trav | YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/ipregistry_ipregistry-java/04 | [travis lint rc=0] valid"
Fine-Tuned,travis_to_gha,ipregistry_ipregistry-java,gha,1,1.0,1.0,1.0,1.0,,"[actionlint rc=1] actions.yml:31:7: shellcheck reported issue in this script: SC2086:info:1:8: Double quote to prevent globbing and word splitting [shellcheck]
   |
31 |       run: |
   |       ^~~~
a"
Fine-Tuned,gha_to_travis,ipregistry_ipregistry-java,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] valid
Few-Shot,travis_to_gha,ipregistry_ipregistry-java,gha,4,0.75,0.75,0.75,0.75,,"[actionlint rc=1] actions.yml:30:9: shellcheck reported issue in this script: SC2086:info:1:7: Double quote to prevent globbing and word splitting [shellcheck]
   |
30 |         run: rm -f $HOME/.grad | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=1] actions.yml:28:9: shellcheck reported issue in this script: SC2086:info:1:7: Double quote to prevent globbing and word splitting [shellcheck]
   |
28 |         run: |
   |         ^~"
Few-Shot,gha_to_travis,ipregistry_ipregistry-java,travis,4,0.5,0.5,0.5,,0.5,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/ipregistry_ipregistry-java/04_CIgrate_GHA_to_Travi | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] valid"
CIMig,travis_to_gha,jakubplichta_git-changelog-maven-plugin,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/jakubplichta_git-changelog-maven"
CIMig,gha_to_travis,jakubplichta_git-changelog-maven-plugin,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/jakubplichta_git-changelog-maven"
Zero-Shot,travis_to_gha,jakubplichta_git-changelog-maven-plugin,gha,4,0.75,0.75,0.5,0.5,,"[actionlint rc=0]  | YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/jakubplichta_git-chan | [actionlint rc=0] "
Zero-Shot,gha_to_travis,jakubplichta_git-changelog-maven-plugin,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] valid | YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/jakubplichta_git-changelog-ma | [travis lint rc=0] valid"
Fine-Tuned,travis_to_gha,jakubplichta_git-changelog-maven-plugin,gha,1,1.0,1.0,1.0,1.0,,[actionlint rc=0] 
Fine-Tuned,gha_to_travis,jakubplichta_git-changelog-maven-plugin,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] valid
Few-Shot,travis_to_gha,jakubplichta_git-changelog-maven-plugin,gha,4,0.75,0.75,0.75,0.75,,"[actionlint rc=0]  | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=0] "
Few-Shot,gha_to_travis,jakubplichta_git-changelog-maven-plugin,travis,4,0.5,0.5,0.5,,0.5,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/jakubplichta_git-chang | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] valid"
CIMig,travis_to_gha,jbee_silk,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while parsing a block mapping
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/jbee_silk/03_CIMig_Travis_to_GHA/jbee_"
CIMig,gha_to_travis,jbee_silk,travis,1,1.0,1.0,1.0,,1.0,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/jbee_silk/04_CIMig_GHA_to_Travis/jbee_silk_travis.yml:
[x] ["
Zero-Shot,travis_to_gha,jbee_silk,gha,4,1.0,1.0,0.5,0.5,,"[actionlint rc=0]  | [actionlint rc=1] actions.yml:56:9: step must run script with ""run"" section or run action with ""uses"" section [syntax-check]
   |
56 |       - name: Allow failure
   |         ^~~~~ | [actionlint rc=0] "
Zero-Shot,gha_to_travis,jbee_silk,travis,4,1.0,1.0,1.0,,1.0,[travis lint rc=0] valid | [travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/jbee_silk/04_CIgrate_GHA_to_Travis/llama3_1_8b/tr | [travis lint rc=0] valid
Fine-Tuned,travis_to_gha,jbee_silk,gha,1,1.0,1.0,1.0,1.0,,[actionlint rc=0] 
Fine-Tuned,gha_to_travis,jbee_silk,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] valid
Few-Shot,travis_to_gha,jbee_silk,gha,4,0.75,0.75,0.5,0.5,,"[actionlint rc=0]  | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=0] "
Few-Shot,gha_to_travis,jbee_silk,travis,4,0.5,0.5,0.5,,0.5,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/jbee_silk/04_CIgrate_GHA_to_Travis/gemma3_12b/trav | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] valid"
CIMig,travis_to_gha,jboss_tyr,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/jboss_tyr/03_CIMig_Travis_to_GHA"
CIMig,gha_to_travis,jboss_tyr,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/jboss_tyr/04_CIMig_GHA_to_Travis"
Zero-Shot,travis_to_gha,jboss_tyr,gha,4,0.75,0.75,0.5,0.5,,"[actionlint rc=0]  | YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/jboss_tyr/03_CIgrate_ | [actionlint rc=0] "
Zero-Shot,gha_to_travis,jboss_tyr,travis,4,1.0,1.0,1.0,,1.0,[travis lint rc=0] valid | [travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/jboss_tyr/04_CIgrate_GHA_to_Travis/llama3_1_8b/tr | [travis lint rc=0] valid
Fine-Tuned,travis_to_gha,jboss_tyr,gha,1,1.0,1.0,1.0,1.0,,[actionlint rc=0] 
Fine-Tuned,gha_to_travis,jboss_tyr,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] valid
Few-Shot,travis_to_gha,jboss_tyr,gha,4,0.75,0.75,0.75,0.75,,"[actionlint rc=0]  | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=0] "
Few-Shot,gha_to_travis,jboss_tyr,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/jboss_tyr/04_CIgrate_GHA_to_Travis/gemma3_12b/trav | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] valid"
CIMig,travis_to_gha,jenkinsci_jira-plugin,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/jenkinsci_jira-plugin/03_CIMig_Travis_to"
CIMig,gha_to_travis,jenkinsci_jira-plugin,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/jenkinsci_jira-plugin/04_CIMig_GHA_to_Tr"
Zero-Shot,travis_to_gha,jenkinsci_jira-plugin,gha,4,0.75,0.75,0.25,0.25,,"[actionlint rc=1] actions.yml:33:5: unexpected key ""cache"" for ""job"" section. expected one of ""concurrency"", ""container"", ""continue-on-error"", ""defaults"", ""env"", ""environment"", ""if"", ""name"", ""needs"",  | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=1] actions.yml:13:14: label ""ubuntu-18.04"" is unknown. available labels are ""windows-latest"", ""windows-latest-8-cores"", ""windows-2025"", ""windows-2022"", ""windows-2019"", ""ubuntu-latest"", "
